ID,Class
1132,air_conditioner
1135,street_music
1136,drilling
1138,jackhammer
1140,siren
1141,air_conditioner
1142,dog_bark
1144,children_playing
1146,gun_shot
1153,street_music
1154,air_conditioner
1155,drilling
1159,siren
1161,jackhammer
1163,engine_idling
1164,street_music
1165,dog_bark
1166,engine_idling
1167,engine_idling
1169,siren
1170,engine_idling
1171,engine_idling
1172,car_horn
1173,children_playing
1177,drilling
1178,jackhammer
1179,street_music
1184,dog_bark
1185,dog_bark
1190,street_music
1192,drilling
1193,siren
1194,children_playing
1196,dog_bark
1197,street_music
1198,drilling
1199,siren
1201,air_conditioner
1202,drilling
1204,engine_idling
1207,children_playing
1208,drilling
1211,engine_idling
1212,car_horn
1213,drilling
1215,engine_idling
1216,siren
1221,dog_bark
1222,drilling
1223,dog_bark
1225,gun_shot
1227,siren
1229,dog_bark
1233,engine_idling
1234,engine_idling
1238,air_conditioner
1239,siren
1247,dog_bark
1249,engine_idling
1250,jackhammer
1253,jackhammer
1254,dog_bark
1258,air_conditioner
1260,drilling
1263,street_music
1264,street_music
1266,jackhammer
1268,dog_bark
1274,engine_idling
1280,engine_idling
1281,children_playing
1282,jackhammer
1283,dog_bark
1284,street_music
1285,children_playing
1288,drilling
1290,street_music
1291,jackhammer
1293,dog_bark
1299,dog_bark
1304,gun_shot
1307,jackhammer
1309,car_horn
1313,dog_bark
1315,air_conditioner
1320,siren
1324,street_music
1325,engine_idling
1331,siren
1333,engine_idling
1336,street_music
1340,engine_idling
1342,street_music
1343,street_music
1344,jackhammer
1348,dog_bark
1354,jackhammer
1359,engine_idling
1360,drilling
1362,siren
1364,air_conditioner
1369,dog_bark
1372,engine_idling
1373,street_music
1374,air_conditioner
1375,siren
1376,street_music
1379,dog_bark
1382,air_conditioner
1383,drilling
1387,car_horn
1389,street_music
1391,engine_idling
1392,street_music
1395,siren
1397,engine_idling
1401,air_conditioner
1402,children_playing
1403,engine_idling
1406,dog_bark
1407,dog_bark
1408,children_playing
1410,drilling
1411,dog_bark
1413,engine_idling
1416,siren
1420,siren
1421,dog_bark
1422,engine_idling
1424,siren
1426,siren
1427,engine_idling
1429,siren
1430,children_playing
1433,siren
1434,siren
1438,children_playing
1439,engine_idling
1440,air_conditioner
1441,jackhammer
1442,drilling
1443,street_music
1445,gun_shot
1451,engine_idling
1453,dog_bark
1455,siren
1456,street_music
1457,dog_bark
1463,air_conditioner
1464,air_conditioner
1465,engine_idling
1466,children_playing
1474,engine_idling
1476,children_playing
1482,car_horn
1484,dog_bark
1486,children_playing
1487,air_conditioner
1490,siren
1494,engine_idling
1495,street_music
1499,engine_idling
1504,engine_idling
1505,drilling
1507,car_horn
1509,street_music
1513,children_playing
1514,children_playing
1519,engine_idling
1522,engine_idling
1524,engine_idling
1526,car_horn
1533,engine_idling
1535,dog_bark
1538,drilling
1539,car_horn
1541,siren
1543,jackhammer
1544,engine_idling
1545,children_playing
1553,engine_idling
1557,car_horn
1559,engine_idling
1566,engine_idling
1568,engine_idling
1572,siren
1575,car_horn
1576,dog_bark
1577,engine_idling
1580,street_music
1582,engine_idling
1583,jackhammer
1585,jackhammer
1587,jackhammer
1590,drilling
1592,dog_bark
1594,car_horn
1595,air_conditioner
1596,siren
1600,engine_idling
1609,street_music
1610,air_conditioner
1611,drilling
1617,street_music
1619,air_conditioner
1620,siren
1622,air_conditioner
1624,children_playing
1625,engine_idling
1627,jackhammer
1631,children_playing
1637,air_conditioner
1638,drilling
1641,dog_bark
1642,street_music
1643,siren
1644,engine_idling
1645,dog_bark
1646,siren
1650,children_playing
1654,dog_bark
1655,engine_idling
1657,air_conditioner
1658,children_playing
1659,car_horn
1662,street_music
1665,siren
1668,car_horn
1670,children_playing
1671,car_horn
1676,street_music
1682,air_conditioner
1683,air_conditioner
1684,engine_idling
1685,jackhammer
1691,drilling
1692,air_conditioner
1693,children_playing
1694,siren
1696,street_music
1698,street_music
1700,dog_bark
1707,engine_idling
1710,jackhammer
1712,gun_shot
1717,engine_idling
1721,street_music
1723,engine_idling
1726,siren
1732,children_playing
1733,engine_idling
1735,gun_shot
1740,jackhammer
1742,dog_bark
1743,drilling
1747,dog_bark
1752,children_playing
1753,engine_idling
1756,air_conditioner
1757,engine_idling
1758,siren
1759,car_horn
1762,dog_bark
1764,air_conditioner
1770,engine_idling
1772,children_playing
1775,engine_idling
1778,children_playing
1781,air_conditioner
1784,car_horn
1785,air_conditioner
1788,children_playing
1790,dog_bark
1793,engine_idling
1797,children_playing
1798,dog_bark
1799,siren
1804,dog_bark
1810,drilling
1811,jackhammer
1814,air_conditioner
1815,street_music
1821,car_horn
1823,air_conditioner
1824,siren
1833,jackhammer
1835,dog_bark
1838,street_music
1844,jackhammer
1845,children_playing
1846,children_playing
1851,street_music
1852,dog_bark
1855,engine_idling
1857,street_music
1859,jackhammer
1860,engine_idling
1861,children_playing
1862,dog_bark
1865,drilling
1875,engine_idling
1878,dog_bark
1880,engine_idling
1882,street_music
1884,drilling
1885,jackhammer
1887,engine_idling
1888,engine_idling
1900,drilling
1902,drilling
1903,street_music
1905,engine_idling
1906,dog_bark
1907,engine_idling
1909,drilling
1911,engine_idling
1912,air_conditioner
1915,dog_bark
1920,street_music
1926,engine_idling
1928,engine_idling
1930,jackhammer
1931,air_conditioner
1934,street_music
1939,street_music
1942,dog_bark
1951,street_music
1953,gun_shot
1954,dog_bark
1955,siren
1959,engine_idling
1961,jackhammer
1962,street_music
1964,street_music
1965,engine_idling
1969,street_music
1972,gun_shot
1975,street_music
1979,children_playing
1981,drilling
1983,air_conditioner
1984,siren
1985,dog_bark
1989,engine_idling
1990,children_playing
1993,street_music
1995,dog_bark
1998,jackhammer
2003,children_playing
2005,children_playing
2006,engine_idling
2007,car_horn
2011,dog_bark
2012,siren
2014,street_music
2015,engine_idling
2021,jackhammer
2024,engine_idling
2027,siren
2030,drilling
2032,jackhammer
2034,drilling
2035,children_playing
2039,engine_idling
2041,street_music
2044,engine_idling
2046,dog_bark
2052,dog_bark
2053,street_music
2058,jackhammer
2059,dog_bark
2060,street_music
2061,street_music
2062,jackhammer
2065,engine_idling
2068,jackhammer
2069,engine_idling
2071,jackhammer
2074,air_conditioner
2075,engine_idling
2076,engine_idling
2079,engine_idling
2085,engine_idling
2086,jackhammer
2088,drilling
2092,engine_idling
2093,drilling
2097,engine_idling
2100,street_music
2109,dog_bark
2110,engine_idling
2111,siren
2112,drilling
2114,engine_idling
2115,street_music
2118,dog_bark
2119,siren
2120,jackhammer
2128,children_playing
2131,dog_bark
2136,engine_idling
2137,air_conditioner
2143,siren
2146,car_horn
2147,engine_idling
2151,jackhammer
2153,air_conditioner
2155,engine_idling
2158,street_music
2159,children_playing
2161,engine_idling
2164,jackhammer
2165,siren
2166,drilling
2167,engine_idling
2172,jackhammer
2175,air_conditioner
2176,drilling
2177,jackhammer
2178,siren
2181,siren
2183,drilling
2187,children_playing
2189,gun_shot
2202,dog_bark
2203,engine_idling
2207,gun_shot
2208,street_music
2211,air_conditioner
2213,engine_idling
2214,street_music
2215,jackhammer
2221,engine_idling
2222,dog_bark
2223,jackhammer
2231,street_music
2232,gun_shot
2234,jackhammer
2239,engine_idling
2242,engine_idling
2243,engine_idling
2245,drilling
2248,children_playing
2255,children_playing
2257,jackhammer
2261,siren
2263,car_horn
2266,children_playing
2267,dog_bark
2268,siren
2270,engine_idling
2271,drilling
2272,air_conditioner
2274,siren
2276,engine_idling
2280,siren
2281,children_playing
2283,jackhammer
2284,children_playing
2285,engine_idling
2286,dog_bark
2288,dog_bark
2289,jackhammer
2292,engine_idling
2294,dog_bark
2296,air_conditioner
2298,engine_idling
2305,engine_idling
2311,dog_bark
2315,siren
2316,dog_bark
2317,jackhammer
2320,street_music
2321,engine_idling
2322,children_playing
2325,children_playing
2326,engine_idling
2328,engine_idling
2331,street_music
2334,dog_bark
2336,street_music
2337,car_horn
2341,jackhammer
2342,jackhammer
2346,dog_bark
2348,street_music
2350,dog_bark
2352,engine_idling
2355,dog_bark
2356,street_music
2357,street_music
2359,air_conditioner
2361,engine_idling
2362,car_horn
2365,siren
2367,drilling
2370,dog_bark
2374,engine_idling
2375,dog_bark
2376,siren
2377,car_horn
2381,air_conditioner
2383,dog_bark
2385,drilling
2387,children_playing
2391,air_conditioner
2392,dog_bark
2393,gun_shot
2396,car_horn
2397,drilling
2399,street_music
2400,engine_idling
2406,children_playing
2407,children_playing
2409,jackhammer
2417,street_music
2422,street_music
2423,air_conditioner
2426,engine_idling
2429,siren
2431,children_playing
2434,engine_idling
2435,dog_bark
2436,siren
2437,dog_bark
2440,car_horn
2442,jackhammer
2451,dog_bark
2457,engine_idling
2459,jackhammer
2467,gun_shot
2469,car_horn
2471,jackhammer
2472,engine_idling
2475,children_playing
2476,air_conditioner
2481,engine_idling
2482,engine_idling
2483,engine_idling
2486,drilling
2490,children_playing
2491,gun_shot
2492,street_music
2495,dog_bark
2496,children_playing
2500,engine_idling
2502,engine_idling
2504,children_playing
2508,engine_idling
2514,engine_idling
2518,siren
2519,jackhammer
2520,siren
2521,jackhammer
2522,car_horn
2525,street_music
2527,dog_bark
2528,jackhammer
2530,dog_bark
2533,street_music
2535,jackhammer
2537,jackhammer
2540,air_conditioner
2546,car_horn
2551,drilling
2554,gun_shot
2556,dog_bark
2559,jackhammer
2561,dog_bark
2562,engine_idling
2563,air_conditioner
2565,dog_bark
2566,engine_idling
2579,street_music
2583,air_conditioner
2589,engine_idling
2590,siren
2591,jackhammer
2599,jackhammer
2602,street_music
2606,engine_idling
2609,street_music
2611,children_playing
2615,air_conditioner
2617,children_playing
2618,air_conditioner
2621,siren
2622,children_playing
2626,siren
2627,drilling
2628,jackhammer
2629,engine_idling
2630,dog_bark
2631,air_conditioner
2633,dog_bark
2635,air_conditioner
2638,street_music
2642,siren
2643,drilling
2649,engine_idling
2654,street_music
2655,air_conditioner
2656,engine_idling
2660,air_conditioner
2663,street_music
2667,street_music
2670,air_conditioner
2672,drilling
2673,dog_bark
2675,street_music
2681,engine_idling
2683,street_music
2688,engine_idling
2692,siren
2693,car_horn
2694,gun_shot
2696,jackhammer
2698,engine_idling
2701,jackhammer
2704,street_music
2708,engine_idling
2712,street_music
2715,engine_idling
2716,dog_bark
2719,jackhammer
2720,gun_shot
2724,drilling
2727,dog_bark
2729,jackhammer
2731,car_horn
2734,children_playing
2735,drilling
2737,car_horn
2742,engine_idling
2743,siren
2745,children_playing
2748,engine_idling
2749,gun_shot
2753,dog_bark
2755,jackhammer
2758,dog_bark
2759,gun_shot
2761,street_music
2762,drilling
2767,drilling
2768,engine_idling
2772,street_music
2777,dog_bark
2778,engine_idling
2782,engine_idling
2786,engine_idling
2793,street_music
2796,air_conditioner
2798,dog_bark
2799,engine_idling
2803,street_music
2804,jackhammer
2806,siren
2809,street_music
2810,engine_idling
2812,dog_bark
2814,street_music
2816,gun_shot
2817,engine_idling
2818,engine_idling
2820,jackhammer
2822,jackhammer
2823,siren
2826,siren
2827,engine_idling
2833,children_playing
2834,street_music
2838,car_horn
2839,dog_bark
2841,dog_bark
2843,dog_bark
2844,dog_bark
2845,siren
2847,engine_idling
2848,engine_idling
2852,engine_idling
2853,dog_bark
2856,dog_bark
2859,children_playing
2860,dog_bark
2861,dog_bark
2866,gun_shot
2867,air_conditioner
2868,jackhammer
2874,siren
2876,dog_bark
2877,jackhammer
2879,engine_idling
2880,air_conditioner
2882,gun_shot
2883,drilling
2885,dog_bark
2886,jackhammer
2888,gun_shot
2893,engine_idling
2894,engine_idling
2895,street_music
2897,children_playing
2904,dog_bark
2905,engine_idling
2906,engine_idling
2908,children_playing
2916,engine_idling
2919,siren
2923,street_music
2937,siren
2938,air_conditioner
2941,children_playing
2947,jackhammer
2948,street_music
2949,gun_shot
2952,dog_bark
2953,street_music
2958,street_music
2964,dog_bark
2965,engine_idling
2967,gun_shot
2968,drilling
2970,engine_idling
2973,siren
2975,dog_bark
2977,jackhammer
2978,air_conditioner
2979,dog_bark
2981,children_playing
2985,drilling
2990,air_conditioner
2999,street_music
3000,street_music
3002,jackhammer
3005,children_playing
3007,siren
3009,jackhammer
3010,gun_shot
3015,children_playing
3017,engine_idling
3019,engine_idling
3022,air_conditioner
3023,engine_idling
3025,street_music
3028,engine_idling
3029,jackhammer
3031,siren
3035,children_playing
3039,gun_shot
3040,engine_idling
3041,jackhammer
3043,street_music
3044,jackhammer
3045,siren
3047,jackhammer
3048,street_music
3049,car_horn
3053,engine_idling
3057,dog_bark
3058,jackhammer
3059,engine_idling
3064,car_horn
3065,children_playing
3067,engine_idling
3072,gun_shot
3073,dog_bark
3076,car_horn
3079,siren
3080,siren
3083,drilling
3084,jackhammer
3086,engine_idling
3088,engine_idling
3090,children_playing
3093,children_playing
3100,engine_idling
3106,street_music
3107,engine_idling
3109,siren
3111,air_conditioner
3113,children_playing
3114,engine_idling
3116,jackhammer
3119,air_conditioner
3122,dog_bark
3124,engine_idling
3129,engine_idling
3132,street_music
3134,jackhammer
3137,gun_shot
3139,siren
3141,engine_idling
3142,drilling
3145,jackhammer
3149,drilling
3158,street_music
3166,car_horn
3173,engine_idling
3174,children_playing
3175,children_playing
3181,dog_bark
3183,engine_idling
3184,dog_bark
3193,engine_idling
3198,siren
3201,dog_bark
3203,street_music
3204,street_music
3208,dog_bark
3210,siren
3212,engine_idling
3217,street_music
3219,dog_bark
3222,engine_idling
3224,engine_idling
3228,engine_idling
3234,jackhammer
3241,jackhammer
3242,engine_idling
3243,siren
3245,siren
3247,children_playing
3249,air_conditioner
3251,engine_idling
3252,siren
3253,street_music
3255,jackhammer
3256,jackhammer
3260,street_music
3263,jackhammer
3265,dog_bark
3269,engine_idling
3274,dog_bark
3280,street_music
3282,air_conditioner
3284,street_music
3287,children_playing
3289,engine_idling
3290,children_playing
3295,children_playing
3300,dog_bark
3303,jackhammer
3304,dog_bark
3309,jackhammer
3311,air_conditioner
3312,engine_idling
3313,air_conditioner
3314,siren
3315,drilling
3326,street_music
3327,children_playing
3329,car_horn
3335,engine_idling
3339,air_conditioner
3340,air_conditioner
3341,car_horn
3342,street_music
3346,siren
3348,street_music
3356,air_conditioner
3359,jackhammer
3361,dog_bark
3366,air_conditioner
3368,car_horn
3372,street_music
3374,car_horn
3377,engine_idling
3378,children_playing
3380,engine_idling
3382,engine_idling
3384,drilling
3385,engine_idling
3386,car_horn
3391,engine_idling
3393,street_music
3396,engine_idling
3402,street_music
3403,gun_shot
3405,engine_idling
3408,engine_idling
3410,children_playing
3411,siren
3412,engine_idling
3414,engine_idling
3421,jackhammer
3424,children_playing
3426,engine_idling
3427,siren
3428,air_conditioner
3430,engine_idling
3431,dog_bark
3438,engine_idling
3440,engine_idling
3447,street_music
3448,engine_idling
3450,street_music
3456,street_music
3457,dog_bark
3460,drilling
3463,children_playing
3466,jackhammer
3468,engine_idling
3472,street_music
3476,dog_bark
3479,jackhammer
3484,car_horn
3485,street_music
3487,jackhammer
3488,dog_bark
3490,engine_idling
3494,dog_bark
3497,jackhammer
3498,drilling
3500,drilling
3502,jackhammer
3505,car_horn
3506,street_music
3511,children_playing
3512,air_conditioner
3513,drilling
3521,siren
3524,dog_bark
3527,car_horn
3530,engine_idling
3532,jackhammer
3535,street_music
3541,drilling
3544,street_music
3552,engine_idling
3553,engine_idling
3557,children_playing
3558,engine_idling
3559,dog_bark
3562,drilling
3563,engine_idling
3564,air_conditioner
3565,street_music
3570,dog_bark
3571,children_playing
3572,car_horn
3573,engine_idling
3575,street_music
3576,air_conditioner
3578,drilling
3581,dog_bark
3586,air_conditioner
3589,dog_bark
3592,jackhammer
3593,street_music
3594,engine_idling
3600,siren
3601,siren
3602,engine_idling
3605,jackhammer
3612,engine_idling
3615,children_playing
3616,jackhammer
3617,siren
3618,street_music
3620,air_conditioner
3623,engine_idling
3625,jackhammer
3631,jackhammer
3633,drilling
3635,street_music
3636,dog_bark
3638,jackhammer
3641,children_playing
3643,jackhammer
3650,street_music
3651,street_music
3655,dog_bark
3665,engine_idling
3667,jackhammer
3673,jackhammer
3677,engine_idling
3684,jackhammer
3690,dog_bark
3692,street_music
3693,siren
3694,siren
3699,jackhammer
3701,jackhammer
3704,street_music
3705,engine_idling
3707,engine_idling
3710,dog_bark
3712,engine_idling
3713,drilling
3715,dog_bark
3716,street_music
3720,siren
3722,dog_bark
3723,air_conditioner
3727,jackhammer
3730,air_conditioner
3733,drilling
3736,children_playing
3737,air_conditioner
3740,engine_idling
3743,engine_idling
3744,siren
3746,engine_idling
3748,jackhammer
3755,street_music
3757,dog_bark
3761,engine_idling
3767,engine_idling
3768,engine_idling
3769,air_conditioner
3773,street_music
3774,dog_bark
3775,engine_idling
3777,street_music
3779,street_music
3780,street_music
3786,street_music
3789,engine_idling
3793,car_horn
3794,street_music
3795,engine_idling
3796,jackhammer
3797,children_playing
3801,engine_idling
3802,gun_shot
3804,car_horn
3807,children_playing
3809,street_music
3810,air_conditioner
3812,jackhammer
3814,engine_idling
3815,engine_idling
3817,dog_bark
3818,air_conditioner
3824,engine_idling
3825,drilling
3826,engine_idling
3829,engine_idling
3831,siren
3832,engine_idling
3835,street_music
3837,jackhammer
3841,engine_idling
3845,street_music
3849,dog_bark
3852,drilling
3856,children_playing
3857,siren
3858,air_conditioner
3862,dog_bark
3865,dog_bark
3867,siren
3872,engine_idling
3873,jackhammer
3874,jackhammer
3875,children_playing
3876,street_music
3892,engine_idling
3897,engine_idling
3899,engine_idling
3901,engine_idling
3904,engine_idling
3907,drilling
3908,siren
3912,jackhammer
3913,engine_idling
3917,engine_idling
3922,air_conditioner
3923,siren
3926,car_horn
3928,dog_bark
3931,engine_idling
3935,siren
3937,engine_idling
3942,jackhammer
3946,children_playing
3949,jackhammer
3950,dog_bark
3952,engine_idling
3953,engine_idling
3954,engine_idling
3957,street_music
3958,jackhammer
3961,air_conditioner
3963,engine_idling
3964,children_playing
3971,air_conditioner
3974,engine_idling
3976,air_conditioner
3977,dog_bark
3979,jackhammer
3980,jackhammer
3989,dog_bark
3990,engine_idling
3991,car_horn
3995,dog_bark
3996,street_music
4005,street_music
4007,drilling
4008,siren
4013,siren
4016,air_conditioner
4019,jackhammer
4020,engine_idling
4023,siren
4025,engine_idling
4026,dog_bark
4031,engine_idling
4033,siren
4034,children_playing
4035,jackhammer
4036,siren
4037,siren
4040,dog_bark
4042,drilling
4043,dog_bark
4047,children_playing
4048,street_music
4051,engine_idling
4052,engine_idling
4053,children_playing
4059,siren
4060,siren
4061,air_conditioner
4063,gun_shot
4065,engine_idling
4071,air_conditioner
4072,jackhammer
4074,engine_idling
4079,siren
4082,jackhammer
4088,gun_shot
4090,drilling
4092,air_conditioner
4098,dog_bark
4099,siren
4105,dog_bark
4107,jackhammer
4108,engine_idling
4109,street_music
4112,engine_idling
4113,drilling
4114,engine_idling
4115,engine_idling
4116,dog_bark
4120,street_music
4124,car_horn
4127,air_conditioner
4132,drilling
4133,dog_bark
4136,air_conditioner
4141,jackhammer
4144,engine_idling
4145,gun_shot
4147,siren
4148,siren
4149,children_playing
4150,drilling
4151,street_music
4152,siren
4153,engine_idling
4154,street_music
4156,siren
4157,jackhammer
4165,street_music
4167,gun_shot
4173,dog_bark
4176,street_music
4177,air_conditioner
4185,car_horn
4186,children_playing
4187,jackhammer
4188,dog_bark
4192,engine_idling
4194,car_horn
4195,street_music
4196,engine_idling
4202,street_music
4208,drilling
4209,engine_idling
4211,children_playing
4212,engine_idling
4213,dog_bark
4214,street_music
4215,siren
4219,children_playing
4221,car_horn
4223,car_horn
4225,street_music
4229,dog_bark
4230,air_conditioner
4233,jackhammer
4237,engine_idling
4238,dog_bark
4240,engine_idling
4243,children_playing
4245,street_music
4250,air_conditioner
4251,siren
4258,engine_idling
4259,engine_idling
4261,children_playing
4264,jackhammer
4266,engine_idling
4268,engine_idling
4269,engine_idling
4270,air_conditioner
4271,dog_bark
4275,drilling
4276,engine_idling
4280,car_horn
4282,engine_idling
4283,jackhammer
4284,engine_idling
4292,children_playing
4294,children_playing
4295,engine_idling
4296,car_horn
4298,jackhammer
4300,jackhammer
4302,engine_idling
4304,siren
4305,children_playing
4306,engine_idling
4308,siren
4309,street_music
4310,engine_idling
4312,jackhammer
4315,air_conditioner
4318,dog_bark
4321,dog_bark
4322,drilling
4325,street_music
4329,dog_bark
4330,children_playing
4332,jackhammer
4334,air_conditioner
4336,air_conditioner
4339,engine_idling
4340,dog_bark
4342,engine_idling
4343,jackhammer
4344,street_music
4345,dog_bark
4347,engine_idling
4348,drilling
4354,car_horn
4355,siren
4357,engine_idling
4360,siren
4368,gun_shot
4370,jackhammer
4373,street_music
4376,jackhammer
4377,engine_idling
4380,dog_bark
4383,car_horn
4385,dog_bark
4387,children_playing
4388,car_horn
4391,jackhammer
4395,engine_idling
4398,siren
4399,engine_idling
4402,street_music
4403,car_horn
4404,siren
4405,dog_bark
4407,jackhammer
4409,engine_idling
4410,air_conditioner
4414,engine_idling
4419,engine_idling
4421,car_horn
4423,dog_bark
4434,engine_idling
4435,street_music
4441,jackhammer
4445,engine_idling
4447,air_conditioner
4448,drilling
4452,dog_bark
4455,jackhammer
4457,engine_idling
4460,jackhammer
4465,street_music
4466,car_horn
4468,engine_idling
4469,air_conditioner
4470,dog_bark
4471,siren
4477,jackhammer
4478,street_music
4479,engine_idling
4484,street_music
4488,jackhammer
4489,engine_idling
4494,engine_idling
4495,engine_idling
4496,car_horn
4497,engine_idling
4501,jackhammer
4505,drilling
4507,drilling
4508,children_playing
4512,car_horn
4516,engine_idling
4517,children_playing
4518,engine_idling
4519,engine_idling
4520,drilling
4524,car_horn
4533,engine_idling
4537,siren
4538,jackhammer
4543,engine_idling
4544,dog_bark
4546,jackhammer
4548,air_conditioner
4550,engine_idling
4551,jackhammer
4552,engine_idling
4553,air_conditioner
4555,dog_bark
4558,air_conditioner
4560,drilling
